"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"175532018010661",2003,6,5314,2003,"Mid-Atlantic                            ","Pmohyp","Parmotrema                              ",28,17,"hypotropum                              ",65,"",2009-01-12,"10661","",,""
"175532023010661",2003,6,5613,2003,"Mid-Atlantic                            ","Phapus","Phaeophyscia                            ",58,31,"pusilloides                             ",65,"",2009-01-12,"10661","",,""
"175532039010661",2003,6,6809,2003,"Mid-Atlantic                            ","Pyxsub","Pyxine                                  ",6,5,"subcinerea                              ",65,"",2009-01-12,"10661","",,""
"175532195010661",2004,6,807,2004,"Mid-Atlantic                            ","Cantex","Canoparmelia                            ",2,1,"texana                                  ",119,"",2009-01-12,"10661","",,""
"175532201010661",2004,6,1212,2004,"Mid-Atlantic                            ","Clacri","Cladonia                                ",3,1,"cristatella                             ",119,"",2009-01-12,"10661","",,""
"175532209010661",2004,6,3301,2004,"Mid-Atlantic                            ","Imsale","Imshaugia                               ",3,1,"aleurites                               ",119,"",2009-01-12,"10661","",,""
"175532210010661",2004,6,4201,2004,"Mid-Atlantic                            ","Myeaur","Myelochroa                              ",36,12,"aurulenta                               ",119,"",2009-01-12,"10661","",,""
"175532227010661",2004,6,5613,2004,"Mid-Atlantic                            ","Phapus","Phaeophyscia                            ",33,10,"pusilloides                             ",119,"",2009-01-12,"10661","",,""
"175532235010661",2004,6,5801,2004,"Mid-Atlantic                            ","Pclchl","Physciella                              ",3,1,"chloantha                               ",119,"",2009-01-12,"10661","",,""
"175532248010661",2004,6,8210,2004,"Mid-Atlantic                            ","Xanful","Xanthomendoza                           ",1,1,"fulva                                   ",119,"",2009-01-12,"10661","",,""
"175532287010661",2005,6,802,2005,"Mid-Atlantic                            ","Cancar","Canoparmelia                            ",3,1,"caroliniana                             ",114,"",2009-01-12,"10661","",,""
"175532291010661",2005,6,1207,2005,"Mid-Atlantic                            ","Clacae","Cladonia                                ",9,3,"caespiticia                             ",114,"",2009-01-12,"10661","",,""
"175532297010661",2005,6,2603,2005,"Mid-Atlantic                            ","Flabal","Flavoparmelia                           ",1,1,"baltimorensis                           ",114,"",2009-01-12,"10661","",,""
"175532299010661",2005,6,2816,2005,"Mid-Atlantic                            ","Hetobs","Heterodermia                            ",4,2,"obscurata                               ",114,"",2009-01-12,"10661","",,""
"175532304010661",2005,6,4202,2005,"Mid-Atlantic                            ","Myegal","Myelochroa                              ",11,4,"galbina                                 ",114,"",2009-01-12,"10661","",,""
"175532305010661",2005,6,4800,2005,"Mid-Atlantic                            ","Par   ","Parmelia                                ",1,1,"",114,"",2009-01-12,"10661","",,""
"175532308010661",2005,6,5101,2005,"Mid-Atlantic                            ","Ppshor","Parmelinopsis                           ",4,2,"horrescens                              ",114,"",2009-01-12,"10661","",,""
"175532311010661",2005,6,5303,2005,"Mid-Atlantic                            ","Pmochi","Parmotrema                              ",2,1,"chinense                                ",114,"",2009-01-12,"10661","",,""
"175532315010661",2005,6,5329,2005,"Mid-Atlantic                            ","Pmostu","Parmotrema                              ",6,2,"stuppeum                                ",114,"",2009-01-12,"10661","",,""
"175532316010661",2005,6,5601,2005,"Mid-Atlantic                            ","Phaadi","Phaeophyscia                            ",11,4,"adiastola                               ",114,"",2009-01-12,"10661","",,""
"175532317010661",2005,6,5613,2005,"Mid-Atlantic                            ","Phapus","Phaeophyscia                            ",28,9,"pusilloides                             ",114,"",2009-01-12,"10661","",,""
"175532330010661",2005,6,6808,2005,"Mid-Atlantic                            ","Pyxsor","Pyxine                                  ",13,5,"sorediata                               ",114,"",2009-01-12,"10661","",,""
"175531093010661",2000,6,4101,2000,"Mid-Atlantic                            ","Menter","Menegazzia                              ",2,3,"terebrata                               ",36,"",2009-01-12,"10661","",,""
"175531107010661",2000,6,6808,2000,"Mid-Atlantic                            ","Pyxsor","Pyxine                                  ",5,6,"sorediata                               ",36,"",2009-01-12,"10661","",,""
"175531286010661",2001,6,803,2001,"Mid-Atlantic                            ","Cancro","Canoparmelia                            ",15,9,"crozalsiana                             ",58,"",2009-01-12,"10661","",,""
"175531288010661",2001,6,1200,2001,"Mid-Atlantic                            ","Cla   ","Cladonia                                ",3,2,"",58,"",2009-01-12,"10661","",,""
"175531293010661",2001,6,1214,2001,"Mid-Atlantic                            ","Clacyl","Cladonia                                ",14,9,"cylindrica                              ",58,"",2009-01-12,"10661","",,""
"175531295010661",2001,6,1228,2001,"Mid-Atlantic                            ","Claoch","Cladonia                                ",15,9,"ochrochlora                             ",58,"",2009-01-12,"10661","",,""
"175531314010661",2001,6,3906,2001,"Mid-Atlantic                            ","Lobque","Lobaria                                 ",2,2,"quercizans                              ",58,"",2009-01-12,"10661","",,""
"175531319010661",2001,6,4204,2001,"Mid-Atlantic                            ","Myeobs","Myelochroa                              ",5,3,"obsessa                                 ",58,"",2009-01-12,"10661","",,""
"175531320010661",2001,6,4800,2001,"Mid-Atlantic                            ","Par   ","Parmelia                                ",12,10,"",58,"",2009-01-12,"10661","",,""
"175531329010661",2001,6,5329,2001,"Mid-Atlantic                            ","Pmostu","Parmotrema                              ",5,5,"stuppeum                                ",58,"",2009-01-12,"10661","",,""
